trigger_tag,trigger_canonical,safety_bin,safety_class,slot,related_tag,related_canonical,support,confidence,lift,pmi,score,related_group,related_subgroup
fireplace,fireplace,sfw,clean,scene,fire,fire,802,0.943529,70.294215,6.135334,192.975313,环境,水
fireplace,fireplace,sfw,clean,scene,couch,couch,755,0.888235,28.104023,4.812705,71.984797,场景,家具
fireplace,fireplace,sfw,clean,scene,on couch,on_couch,374,0.44,28.881237,4.852061,32.84102,场景,室内
fireplace,fireplace,sfw,clean,scene,indoors,indoors,843,0.991765,3.701387,1.888066,10.759235,场景,室内
fireplace,fireplace,sfw,clean,scene,pillow,pillow,205,0.241176,4.003694,2.001332,2.252195,场景,床上用品
fireplace,fireplace,sfw,clean,pose_action,holding cup,holding_cup,764,0.898824,51.13163,5.676144,132.76166,表情动作,手部动作(拿着某物)
fireplace,fireplace,sfw,clean,pose_action,holding,holding,785,0.923529,6.205671,2.633587,16.622351,表情动作,手部动作(拿着某物)
fireplace,fireplace,sfw,clean,pose_action,sitting,sitting,781,0.918824,3.238044,1.695123,8.622629,表情动作,腿部动作
fireplace,fireplace,sfw,clean,expression,smile,smile,826,0.971765,2.19867,1.136631,6.243556,表情动作,笑
fireplace,fireplace,sfw,clean,expression,closed mouth,closed_mouth,651,0.765882,1.740462,0.79947,3.759298,人物,嘴巴
fireplace,fireplace,sfw,clean,expression,blush,blush,778,0.915294,1.28031,0.356494,3.394325,表情动作,其他表情
fireplace,fireplace,sfw,clean,clothing,sweater,sweater,539,0.634118,19.127752,4.257595,33.228945,服饰,外套
fireplace,fireplace,sfw,clean,clothing,white sweater,white_sweater,206,0.242353,18.591099,4.21654,10.518132,服饰,上半身服装
fireplace,fireplace,sfw,clean,clothing,shorts,shorts,366,0.430588,6.392864,2.676462,7.088699,服饰,裤子
fireplace,fireplace,sfw,clean,clothing,long sleeves,long_sleeves,664,0.781176,2.519434,1.3331,5.56715,服饰,手臂
fireplace,fireplace,sfw,clean,clothing,short shorts,short_shorts,224,0.263529,6.180956,2.62783,3.85913,服饰,裤子
fireplace,fireplace,sfw,clean,prop,mug,mug,785,0.923529,73.714034,6.203867,197.44852,物品,餐具
fireplace,fireplace,sfw,clean,prop,coffee mug,coffee_mug,355,0.417647,80.768843,6.335727,86.433491,物品,餐具
fireplace,fireplace,sfw,clean,prop,cup,cup,791,0.930588,25.262617,4.658932,68.26177,物品,餐具
fireplace,fireplace,sfw,clean,prop,coffee,coffee,278,0.327059,71.052456,6.150813,57.152181,物品,食物
fireplace,fireplace,sfw,clean,prop,potted plant,potted_plant,170,0.2,14.25857,3.833757,6.431392,物品,植物
fireplace,fireplace,sfw,clean,prop,plant,plant,193,0.227059,6.52339,2.705622,3.417847,物品,植物
fireplace,fireplace,sfw,clean,style_light,steam,steam,549,0.645882,29.181402,4.866977,51.782538,服饰,小装饰
smartphone,smartphone,sfw,clean,scene,indoors,indoors,257,0.469835,1.753483,0.810224,1.999078,场景,室内
smartphone,smartphone,sfw,clean,pose_action,holding phone,holding_phone,393,0.718464,140.254747,7.131906,262.531472,表情动作,手部动作(拿着某物)
smartphone,smartphone,sfw,clean,pose_action,holding,holding,406,0.74223,4.987429,2.318296,9.695415,表情动作,手部动作(拿着某物)
smartphone,smartphone,sfw,clean,pose_action,sitting,sitting,189,0.345521,1.217657,0.284108,0.967188,表情动作,腿部动作
smartphone,smartphone,sfw,clean,clothing,shirt,shirt,284,0.519196,1.699397,0.765023,2.17787,服饰,上衣
smartphone,smartphone,sfw,clean,clothing,long sleeves,long_sleeves,253,0.462523,1.491719,0.576976,1.669659,服饰,手臂
smartphone,smartphone,sfw,clean,clothing,white shirt,white_shirt,203,0.371115,1.703881,0.768825,1.472319,服饰,上衣
smartphone,smartphone,sfw,clean,clothing,skirt,skirt,181,0.330896,1.909676,0.933328,1.441394,服饰,裙子
smartphone,smartphone,sfw,clean,prop,cellphone,cellphone,546,0.998172,128.891859,7.010017,353.170961,物品,数码设备
smartphone,smartphone,sfw,clean,prop,phone,phone,546,0.998172,115.390617,6.850382,316.176796,物品,数码设备
gift,gift,sfw,clean,scene,christmas,christmas,417,0.734155,57.165322,5.837068,110.394332,环境,氛围
gift,gift,sfw,clean,scene,indoors,indoors,283,0.498239,1.85949,0.894907,2.285482,场景,室内
gift,gift,sfw,clean,pose_action,holding,holding,236,0.415493,2.791912,1.481253,2.773532,表情动作,手部动作(拿着某物)
gift,gift,sfw,clean,pose_action,sitting,sitting,209,0.367958,1.296727,0.374875,1.116721,表情动作,腿部动作
gift,gift,sfw,clean,expression,smile,smile,383,0.674296,1.52563,0.609405,2.668919,表情动作,笑
gift,gift,sfw,clean,expression,open mouth,open_mouth,184,0.323944,1.638044,0.711974,1.213985,人物,嘴巴
gift,gift,sfw,clean,clothing,santa hat,santa_hat,291,0.512324,64.153654,6.00346,81.464168,服饰,帽子
gift,gift,sfw,clean,clothing,fur trim,fur_trim,228,0.401408,16.07401,4.006658,15.334253,服饰,装饰
gift,gift,sfw,clean,clothing,hat,hat,331,0.582746,7.41499,2.890445,10.944182,服饰,帽子
gift,gift,sfw,clean,clothing,bow,bow,182,0.320423,1.938437,0.954894,1.418201,服饰,头部装饰物
gift,gift,sfw,clean,clothing,ribbon,ribbon,188,0.330986,1.862156,0.896974,1.415543,服饰,小装饰
gift,gift,sfw,clean,clothing,dress,dress,174,0.306338,1.283973,0.360615,0.89082,服饰,裙子
gift,gift,sfw,clean,prop,gift box,gift_box,470,0.827465,145.723592,7.187091,323.307127,物品,餐具
gift,gift,sfw,clean,prop,box,box,510,0.897887,116.48751,6.864031,284.074012,物品,其他物品
gift,gift,sfw,clean,prop,christmas tree,christmas_tree,317,0.558099,63.541098,5.989618,89.171389,物品,植物
mug,mug,sfw,clean,scene,fireplace,fireplace,785,0.756991,73.714034,6.203867,161.843049,场景,家具
mug,mug,sfw,clean,scene,fire,fire,792,0.763742,56.899778,5.830351,126.205907,环境,水
mug,mug,sfw,clean,scene,couch,couch,796,0.767599,24.28705,4.602115,54.181967,场景,家具
mug,mug,sfw,clean,scene,on couch,on_couch,389,0.375121,24.622603,4.621911,24.023741,场景,室内
mug,mug,sfw,clean,scene,indoors,indoors,966,0.931533,3.476596,1.797675,9.681526,场景,室内
mug,mug,sfw,clean,scene,pillow,pillow,218,0.210222,3.489825,1.803155,1.729869,场景,床上用品
mug,mug,sfw,clean,scene,window,window,161,0.155256,1.574064,0.654494,0.545704,场景,家具
mug,mug,sfw,clean,pose_action,holding cup,holding_cup,904,0.871745,49.59123,5.632013,128.004451,表情动作,手部动作(拿着某物)
mug,mug,sfw,clean,pose_action,holding,holding,927,0.893925,6.006742,2.586583,15.95698,表情动作,手部动作(拿着某物)
mug,mug,sfw,clean,pose_action,sitting,sitting,899,0.866924,3.055143,1.61124,7.835983,表情动作,腿部动作
mug,mug,sfw,clean,expression,smile,smile,921,0.888139,2.009462,1.006809,5.298628,表情动作,笑
mug,mug,sfw,clean,expression,blush,blush,923,0.890068,1.245024,0.316173,3.291089,表情动作,其他表情
mug,mug,sfw,clean,expression,closed mouth,closed_mouth,735,0.708775,1.610687,0.687676,3.278897,人物,嘴巴
mug,mug,sfw,clean,clothing,sweater,sweater,565,0.544841,16.434776,4.03868,24.710998,服饰,外套
mug,mug,sfw,clean,clothing,white sweater,white_sweater,222,0.214079,16.422186,4.037574,8.316219,服饰,上半身服装
mug,mug,sfw,clean,clothing,shorts,shorts,401,0.386692,5.741151,2.52134,5.802884,服饰,裤子
mug,mug,sfw,clean,clothing,long sleeves,long_sleeves,752,0.725169,2.338799,1.225768,4.887865,服饰,手臂
mug,mug,sfw,clean,clothing,turtleneck,turtleneck,166,0.160077,10.231464,3.354941,3.677753,服饰,装饰
mug,mug,sfw,clean,clothing,short shorts,short_shorts,246,0.237223,5.563946,2.476108,3.178623,服饰,裤子
mug,mug,sfw,clean,prop,coffee mug,coffee_mug,420,0.405014,78.325823,6.291416,83.54176,物品,餐具
mug,mug,sfw,clean,prop,cup,cup,1034,0.997107,27.068398,4.758538,81.475,物品,餐具
mug,mug,sfw,clean,prop,coffee,coffee,343,0.330762,71.856919,6.167055,60.554298,物品,食物
mug,mug,sfw,clean,prop,potted plant,potted_plant,200,0.192864,13.749827,3.781342,6.15817,物品,植物
mug,mug,sfw,clean,prop,plant,plant,237,0.228544,6.566055,2.715027,3.590557,物品,植物
mug,mug,sfw,clean,style_light,steam,steam,639,0.616201,27.840359,4.799106,48.244748,服饰,小装饰
mug,mug,sfw,clean,style_light,blurry,blurry,162,0.15622,1.581323,0.661132,0.552252,画面,背景
cellphone,cellphone,sfw,clean,scene,indoors,indoors,303,0.472699,1.76417,0.81899,2.081087,场景,室内
cellphone,cellphone,sfw,clean,pose_action,holding phone,holding_phone,413,0.644306,125.777908,6.974735,212.837132,表情动作,手部动作(拿着某物)
cellphone,cellphone,sfw,clean,pose_action,holding,holding,451,0.703588,4.727772,2.24116,8.860546,表情动作,手部动作(拿着某物)
cellphone,cellphone,sfw,clean,pose_action,sitting,sitting,222,0.346334,1.220522,0.287498,0.999911,表情动作,腿部动作
cellphone,cellphone,sfw,clean,clothing,shirt,shirt,325,0.50702,1.659545,0.730788,2.124631,服饰,上衣
cellphone,cellphone,sfw,clean,clothing,long sleeves,long_sleeves,294,0.458658,1.479255,0.564871,1.684562,服饰,手臂
cellphone,cellphone,sfw,clean,clothing,skirt,skirt,215,0.335413,1.935748,0.952891,1.527216,服饰,裙子
cellphone,cellphone,sfw,clean,clothing,white shirt,white_shirt,237,0.369735,1.697544,0.763449,1.501755,服饰,上衣
cellphone,cellphone,sfw,clean,prop,phone,phone,636,0.9922,114.700224,6.841724,319.819991,物品,数码设备
cellphone,cellphone,sfw,clean,prop,smartphone,smartphone,546,0.851794,128.891859,7.010017,301.3799,物品,数码设备
maid apron,maid_apron,sfw,clean,scene,indoors,indoors,634,0.505986,1.8884,0.917164,2.6839,场景,室内
maid apron,maid_apron,sfw,clean,scene,window,window,328,0.261772,2.653982,1.408159,1.756933,场景,家具
maid apron,maid_apron,sfw,clean,camera,cowboy shot,cowboy_shot,255,0.203512,1.164767,0.220041,0.574415,镜头,镜头
maid apron,maid_apron,sfw,clean,pose_action,standing,standing,338,0.269753,1.312622,0.392451,0.89993,表情动作,基础动作
maid apron,maid_apron,sfw,clean,expression,closed mouth,closed_mouth,657,0.524342,1.191562,0.252854,1.764473,人物,嘴巴
maid apron,maid_apron,sfw,clean,clothing,maid,maid,1241,0.990423,42.453807,5.407822,130.231078,服饰,正装
maid apron,maid_apron,sfw,clean,clothing,white apron,white_apron,1060,0.84597,47.536834,5.570974,121.825819,服饰,上半身服装
maid apron,maid_apron,sfw,clean,clothing,apron,apron,1250,0.997606,38.894407,5.281491,120.298357,服饰,腰部
maid apron,maid_apron,sfw,clean,clothing,maid headdress,maid_headdress,1169,0.932961,36.459918,5.188239,104.479623,服饰,头饰
maid apron,maid_apron,sfw,clean,clothing,enmaided,enmaided,609,0.486034,55.951989,5.806118,75.91875,服饰,衣服风格
maid apron,maid_apron,sfw,clean,clothing,frilled apron,frilled_apron,619,0.494014,50.543959,5.659467,69.880745,服饰,裙子
maid apron,maid_apron,sfw,clean,clothing,puffy sleeves,puffy_sleeves,854,0.681564,20.484297,4.356446,40.997739,服饰,手臂
maid apron,maid_apron,sfw,clean,clothing,waist apron,waist_apron,360,0.28731,50.49039,5.657937,37.255405,服饰,腰部
maid apron,maid_apron,sfw,clean,clothing,puffy short sleeves,puffy_short_sleeves,535,0.426975,30.466525,4.929153,35.596284,服饰,手臂
maid apron,maid_apron,sfw,clean,clothing,frills,frills,1117,0.89146,10.616846,3.408283,28.884929,服饰,衣服装饰
maid apron,maid_apron,sfw,clean,clothing,black dress,black_dress,916,0.731045,11.551998,3.530071,25.053137,服饰,裙子
maid apron,maid_apron,sfw,clean,clothing,juliet sleeves,juliet_sleeves,201,0.160415,30.806752,4.945175,11.486291,服饰,手臂
maid apron,maid_apron,sfw,clean,style_light,blurry,blurry,192,0.153232,1.551081,0.633274,0.547926,画面,背景
enmaided,enmaided,sfw,clean,scene,indoors,indoors,389,0.541029,2.019187,1.013775,2.841405,场景,室内
enmaided,enmaided,sfw,clean,scene,window,window,200,0.278164,2.820177,1.495786,1.821716,场景,家具
enmaided,enmaided,sfw,clean,expression,blush,blush,640,0.890125,1.245104,0.316266,3.117548,表情动作,其他表情
enmaided,enmaided,sfw,clean,expression,closed mouth,closed_mouth,385,0.535466,1.216842,0.283142,1.691885,人物,嘴巴
enmaided,enmaided,sfw,clean,expression,open mouth,open_mouth,179,0.248957,1.258868,0.332127,0.713452,人物,嘴巴
enmaided,enmaided,sfw,clean,clothing,maid apron,maid_apron,609,0.84701,55.951989,5.806118,132.303468,服饰,腰部
enmaided,enmaided,sfw,clean,clothing,maid,maid,718,0.998609,42.804702,5.419697,122.342289,服饰,正装
enmaided,enmaided,sfw,clean,clothing,apron,apron,680,0.945758,36.872979,5.204492,98.998943,服饰,腰部
enmaided,enmaided,sfw,clean,clothing,maid headdress,maid_headdress,674,0.937413,36.633908,5.195108,97.358958,服饰,头饰
enmaided,enmaided,sfw,clean,clothing,white apron,white_apron,559,0.777469,43.687619,5.449153,93.579472,服饰,上半身服装
enmaided,enmaided,sfw,clean,clothing,frilled apron,frilled_apron,319,0.443672,45.39327,5.504407,50.695602,服饰,裙子
enmaided,enmaided,sfw,clean,clothing,puffy sleeves,puffy_sleeves,511,0.710709,21.360247,4.416856,41.244115,服饰,手臂
enmaided,enmaided,sfw,clean,clothing,puffy short sleeves,puffy_short_sleeves,311,0.432545,30.863965,4.947851,33.461992,服饰,手臂
enmaided,enmaided,sfw,clean,clothing,waist apron,waist_apron,188,0.261474,45.950078,5.521995,27.593888,服饰,腰部
enmaided,enmaided,sfw,clean,clothing,alternate costume,alternate_costume,677,0.941586,10.284505,3.3624,27.472354,服饰,风格
enmaided,enmaided,sfw,clean,clothing,black dress,black_dress,555,0.771905,12.197668,3.608533,25.911763,服饰,裙子
enmaided,enmaided,sfw,clean,clothing,frills,frills,625,0.869263,10.352483,3.371905,25.222242,服饰,衣服装饰
frilled apron,frilled_apron,sfw,clean,scene,indoors,indoors,448,0.55377,2.066737,1.047355,3.045354,场景,室内
frilled apron,frilled_apron,sfw,clean,scene,window,window,244,0.301607,3.057852,1.612519,2.217905,场景,家具
frilled apron,frilled_apron,sfw,clean,camera,cowboy shot,cowboy_shot,255,0.315204,1.804021,0.851216,1.377941,镜头,镜头
frilled apron,frilled_apron,sfw,clean,pose_action,standing,standing,304,0.375773,1.828517,0.870674,1.715656,表情动作,基础动作
frilled apron,frilled_apron,sfw,clean,expression,blush,blush,695,0.859085,1.201686,0.26506,2.94033,表情动作,其他表情
frilled apron,frilled_apron,sfw,clean,expression,closed mouth,closed_mouth,429,0.530284,1.205067,0.269114,1.688609,人物,嘴巴
frilled apron,frilled_apron,sfw,clean,expression,open mouth,open_mouth,220,0.271941,1.375087,0.459523,0.883149,人物,嘴巴
frilled apron,frilled_apron,sfw,clean,clothing,white apron,white_apron,795,0.982695,55.219702,5.787111,157.680422,服饰,上半身服装
frilled apron,frilled_apron,sfw,clean,clothing,apron,apron,808,0.998764,38.939561,5.283165,113.281135,服饰,腰部
frilled apron,frilled_apron,sfw,clean,clothing,maid apron,maid_apron,619,0.765142,50.543959,5.659467,108.233094,服饰,腰部
frilled apron,frilled_apron,sfw,clean,clothing,maid,maid,654,0.808405,34.651749,5.114856,79.056441,服饰,正装
frilled apron,frilled_apron,sfw,clean,clothing,maid headdress,maid_headdress,635,0.78492,30.674497,4.938968,67.645813,服饰,头饰
frilled apron,frilled_apron,sfw,clean,clothing,waist apron,waist_apron,295,0.364648,64.081223,6.00183,58.050811,服饰,腰部
frilled apron,frilled_apron,sfw,clean,clothing,enmaided,enmaided,319,0.394314,45.39327,5.504407,45.055794,服饰,衣服风格
frilled apron,frilled_apron,sfw,clean,clothing,puffy short sleeves,puffy_short_sleeves,360,0.444994,31.752227,4.988786,36.287521,服饰,手臂
frilled apron,frilled_apron,sfw,clean,clothing,frills,frills,797,0.985167,11.732841,3.552481,33.599989,服饰,衣服装饰
frilled apron,frilled_apron,sfw,clean,clothing,puffy sleeves,puffy_sleeves,501,0.619283,18.612447,4.218196,31.21827,服饰,手臂
frilled apron,frilled_apron,sfw,clean,clothing,frilled dress,frilled_dress,291,0.359703,22.641068,4.50087,20.185614,服饰,裙子
frilled apron,frilled_apron,sfw,clean,clothing,black dress,black_dress,490,0.605686,9.571065,3.258679,15.646092,服饰,裙子
phone,phone,sfw,clean,scene,indoors,indoors,351,0.490223,1.829574,0.871508,2.293828,场景,室内
phone,phone,sfw,clean,scene,on bed,on_bed,171,0.238827,2.73302,1.450496,1.473629,场景,室内
phone,phone,sfw,clean,pose_action,holding phone,holding_phone,422,0.589385,115.056663,6.846201,178.719337,表情动作,手部动作(拿着某物)
phone,phone,sfw,clean,pose_action,holding,holding,485,0.677374,4.551628,2.186383,8.307887,表情动作,手部动作(拿着某物)
phone,phone,sfw,clean,pose_action,sitting,sitting,270,0.377095,1.328928,0.410263,1.226349,表情动作,腿部动作
phone,phone,sfw,clean,pose_action,lying,lying,162,0.226257,2.276902,1.187072,1.151666,表情动作,基础动作
phone,phone,sfw,clean,clothing,shirt,shirt,369,0.515363,1.686852,0.754334,2.241718,服饰,上衣
phone,phone,sfw,clean,clothing,long sleeves,long_sleeves,334,0.46648,1.504483,0.589268,1.780187,服饰,手臂
phone,phone,sfw,clean,clothing,white shirt,white_shirt,271,0.378492,1.737748,0.797219,1.610571,服饰,上衣
phone,phone,sfw,clean,clothing,skirt,skirt,240,0.335196,1.934491,0.951954,1.554903,服饰,裙子
phone,phone,sfw,clean,prop,cellphone,cellphone,636,0.888268,114.700224,6.841724,286.319294,物品,数码设备
phone,phone,sfw,clean,prop,smartphone,smartphone,546,0.76257,115.390617,6.850382,241.548474,物品,数码设备
wedding dress,wedding_dress,sfw,clean,scene,petals,petals,262,0.40184,12.866824,3.685584,12.587721,环境,大自然
wedding dress,wedding_dress,sfw,clean,scene,indoors,indoors,219,0.33589,1.253581,0.326055,0.993643,场景,室内
wedding dress,wedding_dress,sfw,clean,pose_action,holding bouquet,holding_bouquet,198,0.303681,84.918846,6.408013,59.77877,表情动作,手部动作(拿着某物)
wedding dress,wedding_dress,sfw,clean,pose_action,holding,holding,218,0.334356,2.246709,1.167814,1.771282,表情动作,手部动作(拿着某物)
wedding dress,wedding_dress,sfw,clean,pose_action,standing,standing,183,0.280675,1.365769,0.449714,0.876139,表情动作,基础动作
wedding dress,wedding_dress,sfw,clean,expression,smile,smile,437,0.670245,1.516466,0.600713,2.693784,表情动作,笑
wedding dress,wedding_dress,sfw,clean,expression,closed mouth,closed_mouth,372,0.570552,1.296576,0.374706,1.910117,人物,嘴巴
wedding dress,wedding_dress,sfw,clean,clothing,bridal veil,bridal_veil,522,0.800613,108.457577,6.760987,236.697995,服饰,头饰
wedding dress,wedding_dress,sfw,clean,clothing,veil,veil,559,0.857362,42.392298,5.40573,100.136054,服饰,头部装饰物
wedding dress,wedding_dress,sfw,clean,clothing,strapless dress,strapless_dress,313,0.480061,39.070952,5.288024,47.063741,服饰,裙子
wedding dress,wedding_dress,sfw,clean,clothing,tiara,tiara,195,0.29908,47.242615,5.562017,32.663486,服饰,头饰
wedding dress,wedding_dress,sfw,clean,clothing,white dress,white_dress,628,0.96319,9.702351,3.278334,26.211635,服饰,裙子
wedding dress,wedding_dress,sfw,clean,clothing,white gloves,white_gloves,339,0.519939,18.422878,4.203427,24.35713,服饰,手部装饰物
wedding dress,wedding_dress,sfw,clean,clothing,elbow gloves,elbow_gloves,303,0.464724,15.037398,3.910483,17.439459,服饰,手套
wedding dress,wedding_dress,sfw,clean,clothing,strapless,strapless,329,0.504601,12.878923,3.68694,16.443061,服饰,上半身服装
wedding dress,wedding_dress,sfw,clean,clothing,dress,dress,645,0.989264,4.146362,2.051846,11.551787,服饰,裙子
wedding dress,wedding_dress,sfw,clean,clothing,gloves,gloves,368,0.564417,5.213411,2.382228,7.584369,服饰,手套
wedding dress,wedding_dress,sfw,clean,clothing,garter straps,garter_straps,162,0.248466,10.514213,3.394269,5.840155,服饰,小装饰
wedding dress,wedding_dress,sfw,clean,clothing,white thighhighs,white_thighhighs,220,0.337423,7.196306,2.847257,5.734751,服饰,袜子
wedding dress,wedding_dress,sfw,clean,prop,bouquet,bouquet,214,0.328221,77.179457,6.270145,59.536265,物品,植物
wedding dress,wedding_dress,sfw,clean,prop,rose,rose,249,0.381902,21.257833,4.409923,19.592146,物品,植物
wedding dress,wedding_dress,sfw,clean,prop,white flower,white_flower,289,0.443252,11.569969,3.532313,12.696249,物品,植物
wedding dress,wedding_dress,sfw,clean,prop,flower,flower,466,0.714724,5.13127,2.359316,9.819967,物品,植物
bridal veil,bridal_veil,sfw,clean,scene,petals,petals,238,0.389525,12.472497,3.640678,11.633094,环境,大自然
bridal veil,bridal_veil,sfw,clean,scene,indoors,indoors,223,0.364975,1.362133,0.445867,1.176919,场景,室内
bridal veil,bridal_veil,sfw,clean,pose_action,holding bouquet,holding_bouquet,170,0.278232,77.802616,6.281747,48.820356,表情动作,手部动作(拿着某物)
bridal veil,bridal_veil,sfw,clean,pose_action,holding,holding,188,0.307692,2.067543,1.047918,1.461063,表情动作,手部动作(拿着某物)
bridal veil,bridal_veil,sfw,clean,expression,smile,smile,397,0.649755,1.470104,0.555919,2.492703,表情动作,笑
bridal veil,bridal_veil,sfw,clean,expression,closed mouth,closed_mouth,333,0.545008,1.238527,0.308625,1.711342,人物,嘴巴
bridal veil,bridal_veil,sfw,clean,clothing,wedding dress,wedding_dress,522,0.854337,108.457577,6.760987,252.581167,服饰,裙子
bridal veil,bridal_veil,sfw,clean,clothing,veil,veil,610,0.998363,49.364117,5.625391,137.618346,服饰,头部装饰物
bridal veil,bridal_veil,sfw,clean,clothing,strapless dress,strapless_dress,248,0.405892,33.034499,5.045902,32.336053,服饰,裙子
bridal veil,bridal_veil,sfw,clean,clothing,tiara,tiara,182,0.297872,47.051892,5.556181,32.001511,服饰,头饰
bridal veil,bridal_veil,sfw,clean,clothing,white gloves,white_gloves,305,0.499182,17.6874,4.14465,22.058148,服饰,手部装饰物
bridal veil,bridal_veil,sfw,clean,clothing,white dress,white_dress,514,0.841244,8.473968,3.083038,19.385225,服饰,裙子
bridal veil,bridal_veil,sfw,clean,clothing,elbow gloves,elbow_gloves,270,0.441899,14.298821,3.837824,15.462681,服饰,手套
bridal veil,bridal_veil,sfw,clean,clothing,strapless,strapless,275,0.450082,11.487426,3.521984,12.69224,服饰,上半身服装
bridal veil,bridal_veil,sfw,clean,clothing,dress,dress,542,0.88707,3.718032,1.894539,9.043344,服饰,裙子
bridal veil,bridal_veil,sfw,clean,clothing,gloves,gloves,328,0.536825,4.958546,2.309917,6.73165,服饰,手套
bridal veil,bridal_veil,sfw,clean,clothing,white thighhighs,white_thighhighs,192,0.314239,6.701848,2.744559,4.855028,服饰,袜子
bridal veil,bridal_veil,sfw,clean,clothing,jewelry,jewelry,393,0.643208,2.881676,1.526908,4.828976,服饰,首饰
bridal veil,bridal_veil,sfw,clean,prop,bouquet,bouquet,185,0.302782,71.197715,6.153759,49.367214,物品,植物
bridal veil,bridal_veil,sfw,clean,prop,rose,rose,211,0.345336,19.222438,4.264719,15.562523,物品,植物
bridal veil,bridal_veil,sfw,clean,prop,white flower,white_flower,252,0.412439,10.765676,3.428367,10.737694,物品,植物
bridal veil,bridal_veil,sfw,clean,prop,flower,flower,413,0.675941,4.852834,2.278827,8.614999,物品,植物
box,box,sfw,clean,scene,christmas,christmas,376,0.589342,45.889371,5.520088,69.953011,环境,氛围
box,box,sfw,clean,scene,indoors,indoors,298,0.467085,1.743217,0.801752,2.026252,场景,室内
box,box,sfw,clean,pose_action,holding,holding,250,0.39185,2.633039,1.396729,2.491661,表情动作,手部动作(拿着某物)
box,box,sfw,clean,pose_action,sitting,sitting,231,0.362069,1.275974,0.351599,1.10047,表情动作,腿部动作
box,box,sfw,clean,expression,smile,smile,378,0.592476,1.34051,0.422782,2.056103,表情动作,笑
box,box,sfw,clean,expression,open mouth,open_mouth,191,0.299373,1.513801,0.598175,1.043788,人物,嘴巴
box,box,sfw,clean,clothing,santa hat,santa_hat,263,0.412226,51.619265,5.689838,51.838588,服饰,帽子
box,box,sfw,clean,clothing,fur trim,fur_trim,203,0.318182,12.741281,3.671438,9.439353,服饰,装饰
box,box,sfw,clean,clothing,hat,hat,310,0.485893,6.182611,2.628216,7.525696,服饰,帽子
box,box,sfw,clean,clothing,bow,bow,208,0.326019,1.972292,0.979873,1.503638,服饰,头部装饰物
box,box,sfw,clean,clothing,ribbon,ribbon,204,0.319749,1.798937,0.847145,1.340474,服饰,小装饰
box,box,sfw,clean,clothing,dress,dress,184,0.288401,1.208794,0.273568,0.797568,服饰,裙子
box,box,sfw,clean,prop,gift,gift,510,0.799373,116.48751,6.864031,252.906017,物品,其他物品
box,box,sfw,clean,prop,gift box,gift_box,447,0.700627,123.38637,6.947039,229.94395,物品,餐具
box,box,sfw,clean,prop,christmas tree,christmas_tree,283,0.443574,50.502113,5.658272,55.261307,物品,植物
santa hat,santa_hat,sfw,clean,scene,christmas,christmas,653,0.987897,76.923079,6.265345,214.412706,环境,氛围
santa hat,santa_hat,sfw,clean,scene,indoors,indoors,390,0.590015,2.202008,1.13882,3.380644,场景,室内
santa hat,santa_hat,sfw,clean,scene,night,night,173,0.261725,3.778028,1.917633,2.237119,环境,天气
santa hat,santa_hat,sfw,clean,pose_action,sitting,sitting,246,0.372163,1.311548,0.391271,1.175487,表情动作,腿部动作
santa hat,santa_hat,sfw,clean,expression,smile,smile,493,0.74584,1.687502,0.754889,3.40021,表情动作,笑
santa hat,santa_hat,sfw,clean,expression,open mouth,open_mouth,218,0.329803,1.667674,0.737837,1.296874,人物,嘴巴
santa hat,santa_hat,sfw,clean,clothing,santa costume,santa_costume,264,0.399395,80.238621,6.326225,78.12233,服饰,风格
santa hat,santa_hat,sfw,clean,clothing,hat,hat,652,0.986384,12.550963,3.649726,34.922425,服饰,帽子
santa hat,santa_hat,sfw,clean,clothing,fur trim,fur_trim,370,0.559758,22.414961,4.48639,32.368422,服饰,装饰
santa hat,santa_hat,sfw,clean,clothing,bell,bell,172,0.260212,13.20539,3.723055,7.766053,服饰,小装饰
santa hat,santa_hat,sfw,clean,clothing,thighhighs,thighhighs,168,0.25416,2.077739,1.055014,1.188399,服饰,袜子
santa hat,santa_hat,sfw,clean,clothing,bow,bow,170,0.257186,1.55588,0.637731,0.902449,服饰,头部装饰物
santa hat,santa_hat,sfw,clean,prop,christmas tree,christmas_tree,404,0.611195,69.586292,6.120731,111.303131,物品,植物
santa hat,santa_hat,sfw,clean,prop,gift box,gift_box,270,0.408472,71.935398,6.16863,71.906304,物品,餐具
santa hat,santa_hat,sfw,clean,prop,gift,gift,291,0.440242,64.153654,6.00346,70.002492,物品,其他物品
santa hat,santa_hat,sfw,clean,prop,box,box,263,0.397882,51.619265,5.689838,50.034825,物品,其他物品
white apron,white_apron,sfw,clean,scene,indoors,indoors,803,0.545146,2.034551,1.024711,3.227661,场景,室内
white apron,white_apron,sfw,clean,scene,window,window,402,0.272912,2.766932,1.468287,1.974588,场景,家具
white apron,white_apron,sfw,clean,camera,cowboy shot,cowboy_shot,346,0.234895,1.344384,0.426945,0.805719,镜头,镜头
white apron,white_apron,sfw,clean,pose_action,standing,standing,418,0.283775,1.380853,0.46556,1.031134,表情动作,基础动作
white apron,white_apron,sfw,clean,expression,closed mouth,closed_mouth,780,0.529532,1.203357,0.267064,1.846412,人物,嘴巴
